customer_id,signup_date,plan_tier,monthly_usage_hours,support_tickets_last_90d,team_size,industry,nps_score,onboarding_completed,churned,days_to_churn
176,2023-06-26,enterprise,294.3,18,136,tech,76.0,True,False,
177,2022-04-28,starter,13.69,4,2,finance,45.0,False,False,
178,2023-05-20,starter,77.26,7,11,finance,75.0,True,False,
179,2023-08-04,professional,485.89,4,41,education,0.0,True,True,68.0
180,2022-11-09,free,4.62,5,1,education,,False,False,
181,2023-09-10,free,39.28,2,4,retail,,True,True,106.0
182,2022-08-16,free,18.62,7,4,healthcare,,False,True,428.0
183,2022-07-22,enterprise,3018.11,13,162,education,98.0,True,False,
184,2022-05-11,professional,497.9,4,41,finance,6.0,True,True,207.0
185,2023-08-21,starter,25.24,0,2,finance,99.0,True,False,
186,2023-09-02,starter,25.49,6,6,tech,23.0,False,True,68.0
187,2022-10-21,professional,206.08,9,14,healthcare,21.0,False,True,97.0
188,2023-10-17,free,49.33,2,5,retail,,False,True,31.0
189,2022-09-11,starter,95.6,4,13,finance,10.0,True,True,432.0
190,2023-05-19,free,80.78,8,4,education,71.0,True,False,
191,2023-04-13,starter,22.04,3,3,tech,33.0,False,False,
192,2023-01-01,free,15.07,5,1,healthcare,,False,True,298.0
193,2022-04-12,enterprise,521.61,13,78,finance,,True,False,
194,2023-10-07,enterprise,569.65,16,28,healthcare,32.0,True,False,
195,2023-08-11,starter,67.18,9,11,retail,21.0,True,True,104.0
196,2022-09-30,professional,171.99,5,15,healthcare,49.0,True,False,
197,2022-05-04,enterprise,770.96,13,106,tech,82.0,True,False,
198,2022-10-29,professional,667.55,7,40,finance,52.0,True,False,
199,2023-03-19,free,32.74,1,4,education,21.0,True,True,183.0
200,2022-03-24,enterprise,2382.4,12,150,tech,90.0,False,False,
201,2023-11-07,free,2.23,4,1,finance,,True,True,38.0
202,2022-03-09,professional,89.04,5,6,tech,59.0,True,False,
203,2022-09-25,starter,20.36,7,3,tech,38.0,True,False,
204,2022-11-20,professional,626.71,13,38,healthcare,48.0,True,False,
205,2022-01-26,free,84.39,7,5,tech,2.0,False,True,435.0
206,2023-05-07,enterprise,2240.02,14,181,tech,94.0,True,False,
207,2023-03-17,starter,5.5,0,2,healthcare,91.0,True,False,
208,2022-05-16,free,8.94,0,4,tech,,True,True,262.0
209,2023-07-03,free,6.33,0,1,retail,75.0,True,False,
210,2023-07-11,starter,176.37,7,13,tech,98.0,True,False,
211,2023-06-04,professional,291.56,6,27,finance,57.0,True,False,
212,2022-03-25,enterprise,635.82,14,95,finance,39.0,True,False,
213,2022-07-29,free,12.4,6,1,tech,1.0,False,True,429.0
214,2022-03-22,starter,186.39,3,13,tech,52.0,True,False,
215,2023-02-12,starter,105.12,8,13,tech,61.0,True,False,
216,2023-03-27,starter,83.65,2,13,finance,62.0,True,False,
217,2023-11-10,starter,85.97,3,13,tech,40.0,True,False,
218,2023-07-30,starter,58.54,11,3,tech,88.0,True,False,
219,2023-08-02,enterprise,64.76,9,23,healthcare,66.0,True,False,
220,2022-06-19,starter,75.08,6,4,retail,51.0,True,False,
221,2022-03-09,enterprise,593.22,12,68,education,75.0,True,False,
222,2023-01-18,free,33.4,5,4,finance,,False,True,168.0
223,2023-05-24,enterprise,1802.04,19,101,tech,18.0,True,True,174.0
224,2022-03-05,starter,48.61,5,3,tech,,True,True,213.0
225,2023-07-12,free,10.54,5,1,education,23.0,True,True,131.0
226,2023-02-11,starter,239.85,2,12,retail,33.0,True,False,
227,2022-12-31,starter,38.77,2,10,healthcare,15.0,True,True,218.0
228,2022-04-24,starter,76.04,8,14,finance,64.0,True,False,
229,2023-11-27,starter,77.04,6,4,tech,30.0,True,False,
230,2023-07-03,free,69.68,5,5,education,,True,True,63.0
231,2023-01-19,starter,92.14,7,7,finance,15.0,True,True,112.0
232,2022-03-07,free,24.5,5,2,tech,2.0,True,True,537.0
233,2022-08-03,enterprise,1130.79,13,145,education,,True,False,
234,2023-02-07,starter,148.56,2,10,retail,49.0,True,False,
235,2022-06-09,starter,41.62,6,3,finance,11.0,True,True,500.0
236,2023-09-23,free,10.68,5,2,education,21.0,True,True,55.0
237,2022-10-21,professional,278.44,8,28,tech,,True,True,191.0
238,2023-09-04,enterprise,609.3,18,70,retail,62.0,True,False,
239,2023-12-30,professional,104.24,3,14,tech,54.0,True,False,
240,2023-08-29,free,44.53,5,4,healthcare,17.0,False,True,70.0
241,2022-08-15,starter,188.32,1,13,healthcare,83.0,True,False,
242,2022-04-10,starter,90.18,4,14,tech,,True,False,
243,2023-06-24,professional,51.19,0,5,tech,82.0,True,False,
244,2023-08-09,free,81.21,7,5,retail,41.0,True,False,
245,2022-07-01,free,48.53,6,5,finance,87.0,True,False,
246,2023-05-17,free,17.53,3,3,healthcare,11.0,True,True,84.0
247,2023-06-12,starter,82.62,7,6,healthcare,,True,False,
248,2023-05-04,enterprise,1791.65,13,175,finance,79.0,False,False,
249,2022-11-27,enterprise,719.43,11,47,finance,40.0,False,False,
250,2023-04-06,professional,700.21,1,44,education,86.0,False,False,
251,2023-07-13,free,23.77,7,2,tech,,True,True,44.0
252,2022-05-02,starter,40.87,5,6,healthcare,62.0,True,False,
253,2023-12-22,enterprise,1464.39,10,96,tech,88.0,True,False,
254,2022-03-31,starter,158.7,0,13,tech,58.0,True,False,
255,2023-07-25,starter,32.93,5,2,education,94.0,True,False,
256,2023-03-03,starter,204.78,6,12,finance,57.0,True,False,
257,2022-09-12,starter,119.86,1,9,education,12.0,True,True,378.0
258,2022-06-22,free,13.39,0,1,healthcare,13.0,False,True,388.0
259,2022-01-17,professional,496.38,1,33,tech,39.0,True,False,
260,2022-11-11,free,4.91,7,1,healthcare,25.0,False,True,178.0
261,2023-02-07,free,39.64,3,2,healthcare,,True,True,250.0
262,2023-01-03,starter,24.96,9,8,tech,35.0,False,True,309.0
263,2023-06-20,starter,33.65,8,5,tech,5.0,True,True,91.0
264,2022-12-23,professional,215.28,1,44,tech,67.0,True,False,
265,2023-05-26,starter,65.03,2,10,healthcare,76.0,True,False,
266,2023-07-05,free,46.6,1,5,healthcare,,False,True,38.0
267,2023-04-25,free,8.99,6,1,tech,80.0,False,False,
268,2022-03-22,enterprise,647.1,15,107,tech,,False,False,
269,2023-11-12,free,25.59,6,5,tech,0.0,False,True,42.0
270,2023-04-19,free,34.73,6,4,tech,78.0,False,False,
271,2022-06-17,free,5.57,4,1,retail,72.0,False,False,
272,2023-04-03,professional,342.39,3,35,finance,96.0,True,False,
273,2023-09-18,professional,207.85,3,23,tech,41.0,True,False,
274,2023-02-05,enterprise,235.03,14,24,education,98.0,True,False,
275,2023-03-26,free,71.75,7,4,tech,49.0,False,False,
276,2022-01-29,starter,154.35,4,11,retail,70.0,True,False,
277,2022-03-23,professional,241.19,5,45,finance,53.0,True,False,
278,2023-08-09,starter,118.36,5,11,tech,59.0,True,False,
279,2022-11-05,free,13.19,11,3,finance,28.0,False,True,88.0
280,2023-03-28,enterprise,1003.53,17,173,retail,59.0,True,False,
281,2022-01-25,free,2.79,6,1,healthcare,31.0,False,True,266.0
282,2022-09-19,enterprise,1227.08,19,164,retail,33.0,True,False,
283,2023-08-28,starter,93.15,9,12,finance,52.0,True,False,
284,2022-04-21,professional,191.68,2,37,tech,45.0,True,False,
285,2022-12-04,starter,123.13,6,8,retail,26.0,True,True,387.0
286,2023-11-22,professional,394.4,12,21,tech,85.0,True,False,
287,2022-07-06,starter,253.17,6,14,healthcare,,True,True,364.0
288,2022-03-04,free,36.89,1,3,healthcare,,True,True,236.0
289,2022-01-03,starter,39.43,5,3,retail,64.0,True,False,
290,2022-03-10,free,56.54,8,4,healthcare,84.0,True,False,
291,2023-06-28,professional,76.32,0,9,retail,,False,True,166.0
292,2022-04-19,starter,77.61,5,7,healthcare,,True,False,
293,2023-04-02,free,35.07,9,5,healthcare,35.0,True,False,
294,2023-09-12,starter,51.28,0,7,education,,False,True,65.0
295,2022-08-22,starter,26.18,3,8,tech,76.0,False,False,
296,2022-10-16,starter,68.24,3,4,tech,77.0,True,False,
297,2022-08-27,free,9.65,7,1,retail,6.0,False,True,311.0
298,2022-11-10,starter,100.2,5,6,finance,55.0,True,False,
299,2023-01-15,professional,357.29,9,32,retail,13.0,True,True,147.0
300,2023-02-17,free,16.32,4,2,healthcare,,False,True,77.0
301,2023-10-10,professional,130.79,6,16,finance,14.0,False,True,42.0
302,2023-06-16,enterprise,597.21,14,142,education,89.0,True,False,
303,2022-05-02,starter,115.5,5,12,healthcare,24.0,True,True,533.0
304,2022-05-16,starter,172.79,6,11,finance,58.0,True,False,
305,2023-07-25,free,5.68,3,1,tech,36.0,False,True,119.0
306,2023-04-15,professional,109.65,7,16,tech,39.0,True,False,
307,2022-10-27,professional,83.97,9,20,education,67.0,True,False,
308,2023-05-20,free,22.07,2,3,tech,9.0,False,True,129.0
309,2023-03-13,professional,93.98,7,8,tech,50.0,True,False,
310,2023-08-31,free,62.82,6,5,healthcare,47.0,True,False,
311,2022-09-15,professional,488.83,6,37,retail,,False,True,172.0
312,2023-04-04,starter,25.02,8,4,tech,20.0,True,True,32.0
313,2022-05-05,starter,79.92,7,10,finance,53.0,True,False,
314,2023-10-13,enterprise,573.65,18,47,finance,84.0,True,False,
315,2023-11-25,starter,96.24,5,8,finance,,False,True,35.0
316,2022-03-05,professional,29.92,10,5,finance,,True,False,
317,2022-04-22,free,40.47,6,3,retail,1.0,False,True,123.0
318,2023-03-14,starter,79.69,7,9,tech,84.0,True,False,
319,2022-05-24,starter,101.47,2,12,tech,,True,False,
320,2022-08-22,starter,80.01,2,8,healthcare,58.0,True,False,
321,2023-05-09,starter,26.69,1,3,tech,,False,True,44.0
322,2023-09-30,free,25.41,8,4,tech,,True,True,68.0
323,2023-02-24,starter,31.48,5,5,healthcare,10.0,False,True,307.0
324,2022-10-29,professional,69.42,8,9,healthcare,,True,True,372.0
325,2022-09-04,enterprise,684.17,9,76,tech,46.0,True,False,
326,2023-02-03,free,68.24,7,5,tech,6.0,True,True,67.0
327,2022-08-15,professional,243.31,4,20,tech,89.0,True,False,
328,2022-09-27,starter,75.61,5,5,tech,96.0,True,False,
329,2023-02-16,starter,103.39,4,7,retail,,True,True,235.0
330,2023-01-22,professional,189.46,6,16,tech,19.0,True,True,283.0
331,2023-05-02,starter,27.26,6,5,finance,,True,True,158.0
332,2022-09-30,free,30.2,6,2,retail,24.0,False,True,258.0
333,2023-12-02,free,39.48,5,2,retail,72.0,True,False,
334,2023-08-29,free,12.43,5,1,finance,,False,True,81.0
335,2022-11-04,enterprise,847.16,13,130,tech,86.0,True,False,
336,2022-03-13,enterprise,235.9,20,31,education,69.0,True,False,
337,2023-02-11,enterprise,868.02,15,105,tech,,True,True,144.0
338,2022-04-14,enterprise,1289.21,17,175,tech,78.0,True,False,
339,2022-10-26,starter,92.68,8,14,finance,,False,True,384.0
340,2023-11-27,starter,11.85,5,2,retail,,False,True,33.0
341,2023-01-02,free,24.94,0,4,retail,25.0,True,True,147.0
342,2022-12-26,starter,29.91,9,4,retail,79.0,True,False,
343,2022-05-20,enterprise,810.09,11,106,education,91.0,False,False,
344,2023-04-26,free,61.26,0,5,healthcare,,True,True,162.0
345,2022-04-22,free,67.87,5,4,healthcare,90.0,False,False,
346,2022-07-11,free,22.47,4,5,finance,89.0,True,False,
347,2022-01-30,professional,311.96,1,48,tech,87.0,False,False,
348,2023-11-27,starter,49.6,3,8,tech,83.0,False,False,
349,2023-03-02,professional,126.17,5,21,tech,67.0,True,False,
350,2023-05-11,starter,67.84,4,7,finance,64.0,True,False,
351,2022-03-01,free,20.06,5,2,healthcare,3.0,True,True,477.0
352,2022-09-06,professional,125.88,0,17,education,49.0,True,False,
353,2023-09-04,starter,165.43,8,11,healthcare,5.0,True,True,61.0
354,2022-05-08,starter,45.87,3,5,finance,30.0,True,True,165.0
355,2022-07-20,starter,58.68,9,3,healthcare,68.0,True,False,
356,2023-07-26,starter,142.83,4,14,education,35.0,True,False,
357,2023-09-16,professional,120.96,8,7,healthcare,5.0,True,True,61.0
358,2022-10-18,enterprise,2216.55,13,169,finance,52.0,True,False,
359,2023-12-15,starter,15.77,8,6,tech,87.0,True,False,
360,2023-08-29,free,4.76,2,1,tech,36.0,True,False,
361,2023-05-18,free,23.45,4,2,tech,5.0,False,True,216.0
362,2022-12-30,starter,132.09,4,11,finance,36.0,True,False,
363,2023-12-04,starter,34.78,4,9,tech,65.0,True,False,
364,2023-09-22,starter,73.73,1,13,finance,,False,True,58.0
365,2022-08-16,starter,46.25,5,5,education,,True,True,355.0
366,2022-08-12,starter,37.21,7,6,education,81.0,True,False,
367,2023-01-02,free,33.58,1,3,education,49.0,False,False,
368,2023-09-30,starter,72.72,4,7,retail,60.0,True,False,
369,2023-01-19,professional,312.81,0,25,finance,46.0,True,False,
370,2022-05-24,starter,146.7,6,8,finance,,True,True,335.0
371,2023-12-22,professional,300.95,6,32,education,,True,False,
372,2022-10-23,free,54.75,1,3,finance,,False,True,345.0
373,2023-08-19,free,6.25,4,1,healthcare,,False,True,76.0
374,2023-12-21,free,12.34,0,1,retail,,True,False,
375,2023-05-20,free,47.44,8,4,education,95.0,True,False,
376,2022-10-12,professional,443.18,13,41,tech,87.0,True,False,
377,2022-11-28,free,75.43,7,4,retail,37.0,False,True,193.0
378,2022-07-14,free,46.15,1,5,finance,16.0,False,True,227.0
379,2023-08-22,starter,48.85,0,8,healthcare,72.0,False,False,
380,2022-09-02,professional,309.9,5,21,healthcare,30.0,True,False,
381,2023-12-25,free,39.11,5,3,tech,87.0,True,False,
382,2023-03-13,starter,21.39,8,2,finance,49.0,True,False,
383,2022-03-14,professional,182.63,6,23,tech,72.0,True,False,
384,2022-07-30,free,14.44,1,2,tech,80.0,False,False,
385,2022-07-26,starter,217.26,4,12,tech,88.0,True,False,
386,2022-02-21,professional,74.08,4,11,education,75.0,True,False,
387,2023-08-23,enterprise,280.5,19,32,finance,40.0,True,False,
388,2022-12-14,enterprise,1344.33,15,192,healthcare,64.0,True,False,
389,2022-12-14,enterprise,2446.33,19,177,retail,67.0,True,False,
390,2022-11-16,professional,515.63,3,46,tech,81.0,True,False,
391,2023-11-04,free,60.69,3,5,finance,34.0,True,True,47.0
392,2023-06-04,starter,50.8,6,4,finance,,True,True,186.0
393,2023-07-13,professional,441.65,9,35,education,65.0,True,False,
394,2023-06-14,starter,66.47,0,8,finance,59.0,True,False,
395,2022-02-02,free,46.27,3,4,healthcare,17.0,False,True,303.0
396,2023-02-26,free,12.29,0,1,tech,,True,False,
397,2023-03-26,professional,87.82,4,10,tech,,False,True,253.0
398,2023-09-23,starter,78.62,3,11,education,,True,True,68.0
399,2022-05-03,free,43.47,0,3,healthcare,37.0,False,False,
400,2022-05-02,free,20.59,3,4,finance,6.0,False,True,363.0
401,2022-01-15,professional,424.75,6,38,tech,79.0,False,False,
402,2022-01-12,enterprise,1571.94,16,173,tech,,True,False,
403,2022-07-09,starter,49.93,10,13,healthcare,,True,True,510.0
404,2022-09-06,free,51.02,5,3,tech,,True,True,177.0
405,2023-01-02,free,26.06,4,2,tech,38.0,True,True,232.0
406,2022-11-05,starter,145.72,4,7,education,,True,True,304.0
407,2023-03-15,free,48.76,6,4,retail,69.0,True,False,
408,2023-08-15,starter,89.73,3,8,education,20.0,False,True,84.0
409,2022-03-26,enterprise,948.95,11,84,education,50.0,True,False,
410,2022-11-09,free,38.65,2,3,tech,35.0,True,False,
411,2022-12-13,starter,130.07,0,14,tech,46.0,True,False,
412,2022-01-28,starter,102.45,4,10,tech,,True,True,197.0
413,2022-12-21,free,11.58,8,3,finance,24.0,False,True,155.0
414,2022-08-09,professional,176.62,2,23,healthcare,47.0,True,False,
415,2023-06-30,starter,240.07,1,14,tech,17.0,True,True,59.0
416,2023-08-23,starter,143.58,4,10,healthcare,81.0,True,False,
417,2022-03-10,starter,66.59,5,5,tech,8.0,True,True,646.0
418,2022-04-27,free,31.91,8,5,finance,31.0,True,False,
419,2023-07-26,free,93.34,2,5,education,31.0,False,False,
420,2023-10-27,professional,367.83,9,43,tech,88.0,True,False,
421,2023-04-12,starter,96.8,8,9,education,59.0,True,False,
422,2023-04-12,professional,179.96,3,20,healthcare,36.0,True,False,
423,2022-06-04,professional,284.4,5,40,finance,55.0,True,False,
