date,station_id,station_name,daily_riders,avg_temp_f,precipitation_inches,is_holiday,day_of_week,nearby_events,construction_nearby,fare_zone
2022-03-22,STN001,Downtown Hub,8303,71.9,0.03,False,Tuesday,1,False,1
2022-03-23,STN001,Downtown Hub,9010,67.1,0.01,False,Wednesday,1,False,1
2022-03-24,STN001,Downtown Hub,7839,71.7,0.04,False,Thursday,2,False,1
2022-03-25,STN001,Downtown Hub,5283,97.6,0.05,False,Friday,0,True,1
2022-03-26,STN001,Downtown Hub,4621,82.9,0.04,False,Saturday,1,False,1
2022-03-27,STN001,Downtown Hub,3831,82.9,0.09,False,Sunday,0,False,1
2022-03-28,STN001,Downtown Hub,7560,73.3,0.07,False,Monday,0,False,1
2022-03-29,STN001,Downtown Hub,7649,96.9,0.05,False,Tuesday,0,False,1
2022-03-30,STN001,Downtown Hub,8108,94.5,0.03,False,Wednesday,0,False,1
2022-03-31,STN001,Downtown Hub,8255,65.8,0.01,False,Thursday,1,False,1
2022-04-01,STN001,Downtown Hub,7830,84.0,0.09,False,Friday,0,False,1
2022-04-02,STN001,Downtown Hub,4506,87.3,0.03,False,Saturday,0,False,1
2022-04-03,STN001,Downtown Hub,2931,84.9,0.02,False,Sunday,0,True,1
2022-04-04,STN001,Downtown Hub,6757,84.7,0.0,False,Monday,0,False,1
2022-04-05,STN001,Downtown Hub,7573,77.7,0.1,False,Tuesday,0,False,1
2022-04-06,STN001,Downtown Hub,7953,82.4,0.05,False,Wednesday,1,False,1
2022-04-07,STN001,Downtown Hub,9198,69.3,0.03,False,Thursday,0,False,1
2022-04-08,STN001,Downtown Hub,8640,85.4,0.02,False,Friday,0,False,1
2022-04-09,STN001,Downtown Hub,4419,84.6,0.01,False,Saturday,0,False,1
2022-04-10,STN001,Downtown Hub,4214,73.0,0.04,False,Sunday,0,False,1
2022-04-11,STN001,Downtown Hub,6334,84.4,0.1,False,Monday,0,True,1
2022-04-12,STN001,Downtown Hub,5010,80.0,0.03,False,Tuesday,1,True,1
2022-04-13,STN001,Downtown Hub,7910,82.8,0.0,False,Wednesday,0,False,1
2022-04-14,STN001,Downtown Hub,9278,83.4,0.13,False,Thursday,0,False,1
2022-04-15,STN001,Downtown Hub,8169,88.2,0.06,False,Friday,0,False,1
2022-04-16,STN001,Downtown Hub,4781,88.9,0.01,False,Saturday,1,False,1
2022-04-17,STN001,Downtown Hub,3564,82.6,0.02,False,Sunday,0,False,1
2022-04-18,STN001,Downtown Hub,7917,89.5,0.01,False,Monday,0,False,1
2022-04-19,STN001,Downtown Hub,5801,77.3,0.05,False,Tuesday,0,True,1
2022-04-20,STN001,Downtown Hub,8373,89.9,0.0,False,Wednesday,0,False,1
2022-04-21,STN001,Downtown Hub,7360,76.3,0.08,False,Thursday,1,False,1
2022-04-22,STN001,Downtown Hub,7315,78.1,0.01,False,Friday,0,False,1
2022-04-23,STN001,Downtown Hub,4515,83.7,0.06,False,Saturday,0,False,1
2022-04-24,STN001,Downtown Hub,4048,73.8,0.17,False,Sunday,0,False,1
2022-04-25,STN001,Downtown Hub,9049,69.6,0.01,False,Monday,0,False,1
2022-04-26,STN001,Downtown Hub,7897,83.9,0.07,False,Tuesday,0,False,1
2022-04-27,STN001,Downtown Hub,8722,83.1,0.05,False,Wednesday,0,False,1
2022-04-28,STN001,Downtown Hub,9231,82.5,0.07,False,Thursday,0,False,1
2022-04-29,STN001,Downtown Hub,8690,74.5,0.03,False,Friday,1,False,1
2022-04-30,STN001,Downtown Hub,3888,70.9,0.05,False,Saturday,0,True,1
2022-05-01,STN001,Downtown Hub,4067,62.1,0.04,False,Sunday,1,False,1
2022-05-02,STN001,Downtown Hub,8597,66.9,0.03,False,Monday,0,False,1
2022-05-03,STN001,Downtown Hub,8113,90.9,0.05,False,Tuesday,0,False,1
2022-05-04,STN001,Downtown Hub,9151,78.1,0.02,False,Wednesday,0,False,1
2022-05-05,STN001,Downtown Hub,8120,79.6,0.01,False,Thursday,1,False,1
2022-05-06,STN001,Downtown Hub,7964,85.5,0.05,False,Friday,0,False,1
2022-05-07,STN001,Downtown Hub,4844,80.7,0.07,False,Saturday,0,False,1
2022-05-08,STN001,Downtown Hub,3013,62.7,0.02,False,Sunday,0,True,1
2022-05-09,STN001,Downtown Hub,7894,82.8,0.04,False,Monday,2,False,1
2022-05-10,STN001,Downtown Hub,7838,67.1,0.01,False,Tuesday,0,False,1
2022-05-11,STN001,Downtown Hub,6544,90.4,0.03,False,Wednesday,0,False,1
2022-05-12,STN001,Downtown Hub,7282,78.6,0.05,False,Thursday,0,False,1
2022-05-13,STN001,Downtown Hub,7201,80.9,0.01,False,Friday,0,False,1
2022-05-14,STN001,Downtown Hub,3731,71.0,0.02,False,Saturday,0,True,1
2022-05-15,STN001,Downtown Hub,4017,76.1,0.08,False,Sunday,0,False,1
2022-05-16,STN001,Downtown Hub,7744,83.3,0.03,False,Monday,0,False,1
2022-05-17,STN001,Downtown Hub,6330,87.3,0.12,False,Tuesday,0,False,1
2022-05-18,STN001,Downtown Hub,7296,79.3,0.0,False,Wednesday,0,False,1
2022-05-19,STN001,Downtown Hub,7363,74.6,0.02,False,Thursday,0,False,1
2022-05-20,STN001,Downtown Hub,8427,66.3,0.06,False,Friday,0,False,1
2022-05-21,STN001,Downtown Hub,4367,76.2,0.03,False,Saturday,2,False,1
2022-05-22,STN001,Downtown Hub,3119,60.7,0.01,False,Sunday,2,True,1
2022-05-23,STN001,Downtown Hub,8339,76.4,0.0,False,Monday,0,False,1
2022-05-24,STN001,Downtown Hub,6830,78.4,0.04,False,Tuesday,0,False,1
2022-05-25,STN001,Downtown Hub,5509,63.7,0.05,False,Wednesday,0,True,1
2022-05-26,STN001,Downtown Hub,7680,75.3,0.13,False,Thursday,1,False,1
2022-05-27,STN001,Downtown Hub,8156,71.8,0.02,False,Friday,0,False,1
2022-05-28,STN001,Downtown Hub,4602,81.8,0.05,False,Saturday,1,False,1
2022-05-29,STN001,Downtown Hub,3913,75.7,0.07,False,Sunday,0,False,1
2022-05-30,STN001,Downtown Hub,5860,79.3,0.02,False,Monday,0,True,1
2022-05-31,STN001,Downtown Hub,7011,91.9,0.0,False,Tuesday,0,False,1
2022-06-01,STN001,Downtown Hub,7917,71.4,0.01,False,Wednesday,1,False,1
2022-06-02,STN001,Downtown Hub,6844,65.3,0.01,False,Thursday,0,True,1
2022-06-03,STN001,Downtown Hub,7626,66.0,0.04,False,Friday,0,False,1
2022-06-04,STN001,Downtown Hub,4244,53.4,0.15,False,Saturday,0,False,1
2022-06-05,STN001,Downtown Hub,4100,68.2,0.03,False,Sunday,0,False,1
2022-06-06,STN001,Downtown Hub,7045,63.4,0.03,False,Monday,1,False,1
2022-06-07,STN001,Downtown Hub,7861,65.9,0.04,False,Tuesday,1,False,1
2022-06-08,STN001,Downtown Hub,8031,57.5,0.01,False,Wednesday,0,False,1
2022-06-09,STN001,Downtown Hub,7779,60.3,0.03,False,Thursday,0,False,1
2022-06-10,STN001,Downtown Hub,4956,56.8,0.01,False,Friday,0,True,1
2022-06-11,STN001,Downtown Hub,4822,69.2,0.0,False,Saturday,0,False,1
2022-06-12,STN001,Downtown Hub,4394,67.0,0.17,False,Sunday,1,False,1
2022-06-13,STN001,Downtown Hub,7680,40.5,0.11,False,Monday,0,False,1
2022-06-14,STN001,Downtown Hub,8237,60.6,0.03,False,Tuesday,0,False,1
2022-06-15,STN001,Downtown Hub,7825,60.9,0.01,False,Wednesday,0,False,1
2022-06-16,STN001,Downtown Hub,6491,64.7,0.14,False,Thursday,0,False,1
2022-06-17,STN001,Downtown Hub,7014,66.9,0.04,False,Friday,0,False,1
2022-06-18,STN001,Downtown Hub,4208,60.8,0.01,False,Saturday,0,False,1
2022-06-19,STN001,Downtown Hub,3651,42.1,0.03,False,Sunday,1,False,1
2022-06-20,STN001,Downtown Hub,8614,60.8,0.01,False,Monday,1,False,1
2022-06-21,STN001,Downtown Hub,7329,57.7,0.02,False,Tuesday,0,False,1
2022-06-22,STN001,Downtown Hub,7864,55.9,0.02,False,Wednesday,0,False,1
2022-06-23,STN001,Downtown Hub,7562,61.1,0.01,False,Thursday,0,False,1
2022-06-24,STN001,Downtown Hub,7483,44.2,0.04,False,Friday,0,False,1
2022-06-25,STN001,Downtown Hub,5108,60.0,0.01,False,Saturday,0,False,1
2022-06-26,STN001,Downtown Hub,3760,63.0,0.0,False,Sunday,1,False,1
2022-06-27,STN001,Downtown Hub,7607,67.1,0.15,False,Monday,2,False,1
2022-06-28,STN001,Downtown Hub,7394,53.9,0.02,False,Tuesday,0,False,1
2022-06-29,STN001,Downtown Hub,8280,61.1,0.03,False,Wednesday,0,False,1
2022-06-30,STN001,Downtown Hub,7783,43.8,0.08,False,Thursday,0,False,1
2022-07-01,STN001,Downtown Hub,6559,62.0,0.0,False,Friday,0,True,1
2022-07-02,STN001,Downtown Hub,4612,64.0,0.08,False,Saturday,0,False,1
2022-07-03,STN001,Downtown Hub,3744,37.4,0.1,False,Sunday,0,False,1
2022-07-04,STN001,Downtown Hub,4613,47.5,0.02,True,Monday,0,False,1
2022-07-05,STN001,Downtown Hub,7436,47.2,0.03,False,Tuesday,0,False,1
2022-07-06,STN001,Downtown Hub,7374,44.6,0.11,False,Wednesday,0,False,1
2022-07-07,STN001,Downtown Hub,7362,58.2,0.02,False,Thursday,1,False,1
2022-07-08,STN001,Downtown Hub,6927,36.2,0.03,False,Friday,0,False,1
2022-07-09,STN001,Downtown Hub,4785,55.3,0.04,False,Saturday,0,False,1
2022-07-10,STN001,Downtown Hub,2728,47.1,0.02,False,Sunday,1,True,1
2022-07-11,STN001,Downtown Hub,8237,53.7,0.05,False,Monday,0,False,1
2022-07-12,STN001,Downtown Hub,8435,61.6,0.11,False,Tuesday,0,False,1
2022-07-13,STN001,Downtown Hub,5250,53.6,0.0,False,Wednesday,0,True,1
2022-07-14,STN001,Downtown Hub,7892,41.6,0.03,False,Thursday,1,False,1
2022-07-15,STN001,Downtown Hub,8943,57.2,0.05,False,Friday,0,False,1
2022-07-16,STN001,Downtown Hub,4335,45.5,0.19,False,Saturday,0,False,1
2022-07-17,STN001,Downtown Hub,4287,40.8,0.01,False,Sunday,0,False,1
2022-07-18,STN001,Downtown Hub,8591,62.7,0.02,False,Monday,0,False,1
2022-07-19,STN001,Downtown Hub,6929,41.7,0.01,False,Tuesday,0,False,1
2022-07-20,STN001,Downtown Hub,8007,42.3,0.01,False,Wednesday,0,False,1
2022-07-21,STN001,Downtown Hub,7278,42.1,0.01,False,Thursday,3,False,1
2022-07-22,STN001,Downtown Hub,7574,47.5,0.02,False,Friday,0,False,1
2022-07-23,STN001,Downtown Hub,5327,56.8,0.02,False,Saturday,1,False,1
2022-07-24,STN001,Downtown Hub,3639,48.2,0.05,False,Sunday,1,False,1
2022-07-25,STN001,Downtown Hub,7824,49.4,0.05,False,Monday,0,False,1
2022-07-26,STN001,Downtown Hub,8188,32.1,0.08,False,Tuesday,0,False,1
2022-07-27,STN001,Downtown Hub,8641,28.4,0.08,False,Wednesday,0,False,1
2022-07-28,STN001,Downtown Hub,5769,55.8,0.08,False,Thursday,0,True,1
2022-07-29,STN001,Downtown Hub,6841,46.7,0.02,False,Friday,0,False,1
2022-07-30,STN001,Downtown Hub,3465,34.9,0.01,False,Saturday,0,True,1
2022-07-31,STN001,Downtown Hub,4321,58.9,0.05,False,Sunday,1,False,1
2022-08-01,STN001,Downtown Hub,5262,35.4,0.0,False,Monday,0,True,1
2022-08-02,STN001,Downtown Hub,7083,43.7,0.01,False,Tuesday,0,False,1
2022-08-03,STN001,Downtown Hub,5205,31.2,0.01,False,Wednesday,0,True,1
2022-08-04,STN001,Downtown Hub,8277,40.1,0.07,False,Thursday,1,False,1
2022-08-05,STN001,Downtown Hub,8024,43.1,0.1,False,Friday,0,False,1
2022-08-06,STN001,Downtown Hub,5788,49.6,0.1,False,Saturday,0,False,1
2022-08-07,STN001,Downtown Hub,3598,45.3,0.08,False,Sunday,1,False,1
2022-08-08,STN001,Downtown Hub,6609,30.3,0.04,False,Monday,0,False,1
2022-08-09,STN001,Downtown Hub,7174,43.6,0.02,False,Tuesday,0,False,1
2022-08-10,STN001,Downtown Hub,8475,48.7,0.06,False,Wednesday,0,False,1
2022-08-11,STN001,Downtown Hub,7895,53.2,0.01,False,Thursday,0,False,1
2022-08-12,STN001,Downtown Hub,7493,48.7,0.01,False,Friday,1,False,1
2022-08-13,STN001,Downtown Hub,4466,36.0,0.01,False,Saturday,2,False,1
2022-08-14,STN001,Downtown Hub,4137,48.3,0.0,False,Sunday,0,False,1
2022-08-15,STN001,Downtown Hub,7495,30.5,0.2,False,Monday,0,False,1
2022-08-16,STN001,Downtown Hub,8028,29.1,0.09,False,Tuesday,0,False,1
2022-08-17,STN001,Downtown Hub,7626,38.3,0.04,False,Wednesday,0,False,1
2022-08-18,STN001,Downtown Hub,7688,34.7,0.01,False,Thursday,0,False,1
2022-08-19,STN001,Downtown Hub,8570,40.6,0.11,False,Friday,0,False,1
2022-08-20,STN001,Downtown Hub,5136,38.6,0.07,False,Saturday,0,False,1
2022-08-21,STN001,Downtown Hub,3889,37.2,0.06,False,Sunday,0,False,1
2022-08-22,STN001,Downtown Hub,5097,38.4,0.0,False,Monday,0,True,1
2022-08-23,STN001,Downtown Hub,5127,39.4,0.3,False,Tuesday,0,True,1
2022-08-24,STN001,Downtown Hub,6482,30.4,0.06,False,Wednesday,2,False,1
2022-08-25,STN001,Downtown Hub,7515,24.7,0.15,False,Thursday,1,False,1
2022-08-26,STN001,Downtown Hub,8175,37.1,0.05,False,Friday,2,False,1
2022-08-27,STN001,Downtown Hub,5146,43.4,0.15,False,Saturday,0,False,1
2022-08-28,STN001,Downtown Hub,4578,33.8,0.02,False,Sunday,0,False,1
2022-08-29,STN001,Downtown Hub,7200,25.7,0.16,False,Monday,0,False,1
2022-08-30,STN001,Downtown Hub,6440,34.0,0.01,False,Tuesday,0,False,1
2022-08-31,STN001,Downtown Hub,7457,32.6,0.04,False,Wednesday,0,False,1
2022-09-01,STN001,Downtown Hub,7557,40.2,0.0,False,Thursday,0,False,1
2022-09-02,STN001,Downtown Hub,7834,31.8,0.0,False,Friday,0,False,1
2022-09-03,STN001,Downtown Hub,4396,12.9,0.05,False,Saturday,0,False,1
2022-09-04,STN001,Downtown Hub,3053,28.4,0.1,False,Sunday,4,True,1
2022-09-05,STN001,Downtown Hub,8948,32.3,0.01,False,Monday,0,False,1
2022-09-06,STN001,Downtown Hub,7474,25.1,0.05,False,Tuesday,1,False,1
2022-09-07,STN001,Downtown Hub,9830,31.1,0.06,False,Wednesday,1,False,1
2022-09-08,STN001,Downtown Hub,7248,17.0,0.03,False,Thursday,0,False,1
2022-09-09,STN001,Downtown Hub,7489,37.8,0.15,False,Friday,2,False,1
2022-09-10,STN001,Downtown Hub,4249,12.8,0.06,False,Saturday,0,False,1
2022-09-11,STN001,Downtown Hub,3850,37.7,0.0,False,Sunday,0,False,1
2022-09-12,STN001,Downtown Hub,8488,23.5,0.06,False,Monday,0,False,1
2022-09-13,STN001,Downtown Hub,7380,25.2,0.05,False,Tuesday,0,False,1
2022-09-14,STN001,Downtown Hub,7304,27.6,0.01,False,Wednesday,1,False,1
2022-09-15,STN001,Downtown Hub,7723,43.0,0.01,False,Thursday,0,False,1
2022-09-16,STN001,Downtown Hub,6527,19.5,0.01,False,Friday,0,False,1
2022-09-17,STN001,Downtown Hub,4886,34.7,0.01,False,Saturday,2,False,1
2022-09-18,STN001,Downtown Hub,3786,27.6,0.03,False,Sunday,0,False,1
2022-09-19,STN001,Downtown Hub,7026,22.6,0.15,False,Monday,0,False,1
2022-09-20,STN001,Downtown Hub,7481,36.9,0.05,False,Tuesday,0,False,1
2022-09-21,STN001,Downtown Hub,7730,22.8,0.04,False,Wednesday,1,False,1
2022-09-22,STN001,Downtown Hub,8397,24.6,0.01,False,Thursday,1,False,1
2022-09-23,STN001,Downtown Hub,7469,26.3,0.02,False,Friday,0,False,1
2022-09-24,STN001,Downtown Hub,4859,43.4,0.05,False,Saturday,0,False,1
2022-09-25,STN001,Downtown Hub,3393,11.7,0.01,False,Sunday,0,False,1
2022-09-26,STN001,Downtown Hub,7532,24.2,0.17,False,Monday,0,False,1
2022-09-27,STN001,Downtown Hub,7571,29.8,0.03,False,Tuesday,0,False,1
2022-09-28,STN001,Downtown Hub,7526,30.7,0.01,False,Wednesday,1,False,1
2022-09-29,STN001,Downtown Hub,7477,26.9,0.08,False,Thursday,0,False,1
2022-09-30,STN001,Downtown Hub,4950,43.6,0.01,False,Friday,0,True,1
2022-10-01,STN001,Downtown Hub,4842,25.4,0.0,False,Saturday,0,False,1
2022-10-02,STN001,Downtown Hub,3866,34.4,0.12,False,Sunday,0,False,1
2022-10-03,STN001,Downtown Hub,6588,37.3,0.12,False,Monday,0,False,1
2022-10-04,STN001,Downtown Hub,7476,19.5,0.03,False,Tuesday,0,False,1
2022-10-05,STN001,Downtown Hub,6917,21.2,0.05,False,Wednesday,3,False,1
2022-10-06,STN001,Downtown Hub,5098,30.2,0.0,False,Thursday,0,True,1
2022-10-07,STN001,Downtown Hub,6677,28.8,0.03,False,Friday,0,False,1
2022-10-08,STN001,Downtown Hub,4258,31.2,0.02,False,Saturday,1,False,1
2022-10-09,STN001,Downtown Hub,2476,23.7,0.03,False,Sunday,0,True,1
2022-10-10,STN001,Downtown Hub,6710,29.4,0.06,False,Monday,0,False,1
2022-10-11,STN001,Downtown Hub,7630,33.1,0.06,False,Tuesday,2,False,1
2022-10-12,STN001,Downtown Hub,7932,27.4,0.0,False,Wednesday,1,False,1
2022-10-13,STN001,Downtown Hub,6914,37.3,0.18,False,Thursday,0,False,1
2022-10-14,STN001,Downtown Hub,5608,21.4,0.12,False,Friday,2,True,1
2022-10-15,STN001,Downtown Hub,4292,26.6,0.01,False,Saturday,0,False,1
2022-10-16,STN001,Downtown Hub,4172,43.8,0.07,False,Sunday,0,False,1
2022-10-17,STN001,Downtown Hub,7420,32.4,0.0,False,Monday,1,False,1
2022-10-18,STN001,Downtown Hub,6904,33.0,0.04,False,Tuesday,0,False,1
2022-10-19,STN001,Downtown Hub,7238,29.8,0.06,False,Wednesday,0,False,1
2022-10-20,STN001,Downtown Hub,7736,43.2,0.02,False,Thursday,0,False,1
2022-10-21,STN001,Downtown Hub,7248,26.8,0.01,False,Friday,0,False,1
2022-10-22,STN001,Downtown Hub,5054,36.7,0.0,False,Saturday,2,False,1
2022-10-23,STN001,Downtown Hub,3233,45.0,0.05,False,Sunday,0,False,1
2022-10-24,STN001,Downtown Hub,8515,38.0,0.01,False,Monday,0,False,1
2022-10-25,STN001,Downtown Hub,7452,39.2,0.04,False,Tuesday,0,False,1
2022-10-26,STN001,Downtown Hub,8007,48.5,0.09,False,Wednesday,0,False,1
2022-10-27,STN001,Downtown Hub,7038,37.8,0.06,False,Thursday,0,False,1
2022-10-28,STN001,Downtown Hub,7597,19.0,0.0,False,Friday,0,False,1
2022-10-29,STN001,Downtown Hub,4149,28.9,0.0,False,Saturday,0,False,1
2022-10-30,STN001,Downtown Hub,3843,38.1,0.26,False,Sunday,1,False,1
2022-10-31,STN001,Downtown Hub,8247,32.2,0.0,False,Monday,0,False,1
2022-11-01,STN001,Downtown Hub,8262,32.9,0.05,False,Tuesday,1,False,1
2022-11-02,STN001,Downtown Hub,7977,44.0,0.04,False,Wednesday,0,False,1
2022-11-03,STN001,Downtown Hub,6094,33.7,0.01,False,Thursday,0,True,1
2022-11-04,STN001,Downtown Hub,6837,40.7,0.08,False,Friday,0,False,1
2022-11-05,STN001,Downtown Hub,4126,26.2,0.03,False,Saturday,0,False,1
2022-11-06,STN001,Downtown Hub,3833,35.0,0.06,False,Sunday,0,False,1
2022-11-07,STN001,Downtown Hub,6787,39.1,0.09,False,Monday,0,False,1
2022-11-08,STN001,Downtown Hub,7741,33.2,0.04,False,Tuesday,0,False,1
2022-11-09,STN001,Downtown Hub,7998,36.4,0.03,False,Wednesday,0,False,1
2022-11-10,STN001,Downtown Hub,7384,30.8,0.06,False,Thursday,0,False,1
2022-11-11,STN001,Downtown Hub,7404,41.5,0.04,False,Friday,1,False,1
2022-11-12,STN001,Downtown Hub,4826,24.4,0.04,False,Saturday,1,False,1
2022-11-13,STN001,Downtown Hub,2523,36.4,0.04,False,Sunday,0,True,1
2022-11-14,STN001,Downtown Hub,7647,28.7,0.13,False,Monday,1,False,1
2022-11-15,STN001,Downtown Hub,8259,54.3,0.04,False,Tuesday,0,False,1
2022-11-16,STN001,Downtown Hub,6941,32.7,0.01,False,Wednesday,0,False,1
2022-11-17,STN001,Downtown Hub,7690,42.5,0.04,False,Thursday,1,False,1
2022-11-18,STN001,Downtown Hub,8172,32.0,0.11,False,Friday,0,False,1
